gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	gex_transf	gene_name_unique
TELO2	chr16	1493344	1510457	1505440	1505490	+	0.0	0.0	TELO2_X1
B3GNT6	chr11	77034398	77041973	77034397	77034447	+	0.0	0.0	B3GNT6_X1
CDC16	chr13	114234887	114272723	114244561	114244611	+	0.0	0.0	CDC16_X1
TSTD3	chr6	99520976	99589899	99587610	99587660	+	0.0	0.0	TSTD3_X1
PUS3	chr11	125893485	125903221	125903171	125903221	-	56.895406061167606	5.855376971327897	PUS3_X1
NAAA	chr4	75913660	75941013	75940210	75940260	-	0.0	0.0	NAAA_X1
TSSK1B	chr5	113432553	113434989	113434981	113435031	-	0.0	0.0	TSSK1B_X1
DNTT	chr10	96304409	96338564	96304408	96304458	+	0.0	0.0	DNTT_X1
PCYT2	chr17	81900958	81911432	81911382	81911432	-	62.3735110366516	5.985808041219929	PCYT2_X1
ZSCAN32	chr16	3382081	3401065	3400963	3401013	-	75.1557559794477	6.250881177025761	ZSCAN32_X1
GRB10	chr7	50590063	50793462	50607018	50607068	-	0.0	0.0	GRB10_X1
MAP4K2	chr11	64784918	64803241	64803177	64803227	-	15.7615651926207	4.067084968876793	MAP4K2_X1
HACE1	chr6	104728094	104859919	104785148	104785198	-	0.0	0.0	HACE1_X1
KLHL40	chr3	42685537	42692544	42685518	42685568	+	0.0	0.0	KLHL40_X1
SAT2	chr17	7626234	7627876	7627819	7627869	-	23.1618122647658	4.594656763430136	SAT2_X1
GPAT2	chr2	96021946	96039451	96034877	96034927	-	0.0	0.0	GPAT2_X1
IGFBPL1	chr9	38406528	38424454	38424397	38424447	-	0.0	0.0	IGFBPL1_X1
SLC25A10	chr17	81712236	81721016	81712263	81712313	+	13.8394230959597	3.89136310107949	SLC25A10_X1
JPH2	chr20	44106590	44187188	44187043	44187093	-	0.0	0.0	JPH2_X1
TMEM255B	chr13	113760262	113760337	113766163	113766213	+	0.0	0.0	TMEM255B_X1
STAM2	chr2	152116801	152175763	152175699	152175749	-	124.362593653971	6.969963123238167	STAM2_X1
RAB12	chr18	8609437	8639383	8632858	8632908	+	1.05717815316359	1.0406667377404435	RAB12_X1
ZNF500	chr16	4748239	4767624	4767168	4767218	-	8.16910391080953	3.196780747277192	ZNF500_X1
TRIP6	chr7	100867387	100873454	100867497	100867547	+	1.05717815316359	1.0406667377404435	TRIP6_X1
TBC1D4	chr13	75283503	75482169	75316502	75316552	-	0.0	0.0	TBC1D4_X1
RHOF	chr12	121777754	121803403	121803353	121803403	-	0.0	0.0	RHOF_X1
LSAMP	chr3	115802363	117139389	116086511	116086561	-	0.0	0.0	LSAMP_X1
TMEM214	chr2	27032910	27041694	27039360	27039410	+	0.0	0.0	TMEM214_X1
SLC16A5	chr17	75087727	75106162	75087959	75088009	+	0.0	0.0	SLC16A5_X1
CERS5	chr12	50129289	50167533	50137766	50137816	-	0.0	0.0	CERS5_X1
HELZ	chr17	67070444	67245989	67245147	67245187	-	105.28533334461	6.73179871824426	HELZ_X1
SHB	chr9	37915898	38069227	38069161	38069211	-	0.0	0.0	SHB_X1
ARHGEF5	chr7	144355288	144380632	144366132	144366182	+	0.0	0.0	ARHGEF5_X1
CDX1	chr5	150166778	150184558	150166794	150166844	+	0.0	0.0	CDX1_X1
NOBOX	chr7	144397240	144410227	144410177	144410227	-	0.0	0.0	NOBOX_X1
ERICH6B	chr13	45534522	45615739	45555429	45555467	-	0.0	0.0	ERICH6B_X1
PRDM6	chr5	123089241	123194266	123089120	123089170	+	0.0	0.0	PRDM6_X1
SOCS5	chr2	46698952	46780245	46699186	46699236	+	5.86253339481625	2.7787412646524183	SOCS5_X1
TNFRSF10A	chr8	23190452	23225102	23225076	23225126	-	250.647329404603	7.975259477157803	TNFRSF10A_X1
ZNRF1	chr16	74999024	75110994	75104783	75104833	+	0.480535524165267	0.5661191071464707	ZNRF1_X1
HS3ST3A1	chr17	13494032	13601929	13601877	13601927	-	0.480535524165267	0.5661191071464707	HS3ST3A1_X1
CHRNA6	chr8	42752620	42796392	42768598	42768648	-	11.773120342049	3.675039098557241	CHRNA6_X1
DLC1	chr8	13083361	13604610	13096028	13096078	-	0.0	0.0	DLC1_X1
MSH6	chr2	47695530	47810063	47783127	47783177	+	260.258039887908	8.029331624778536	MSH6_X1
RDH5	chr12	55720367	55724705	55720392	55720442	+	0.0	0.0	RDH5_X1
HHATL	chr3	42692663	42702824	42693913	42693963	-	0.0	0.0	HHATL_X1
YEATS4	chr12	69359710	69390870	69359709	69359759	+	28.063274611251604	4.861125358052811	YEATS4_X1
CALCA	chr11	14966668	14972351	14972223	14972273	-	0.0	0.0	CALCA_X1
NXPH3	chr17	49575871	49583827	49575857	49575907	+	0.0	0.0	NXPH3_X1
BVES	chr6	105096822	105137157	105137124	105137174	-	0.0	0.0	BVES_X1
RAG2	chr11	36575574	36598279	36598229	36598279	-	0.0	0.0	RAG2_X1
TEX29	chr13	111316184	111344249	111316183	111316233	+	0.0	0.0	TEX29_X1
ADGRG7	chr3	100609601	100695479	100654195	100654245	+	0.0	0.0	ADGRG7_X1
SURF4	chr9	133361450	133376166	133375993	133376043	-	10.956209950968098	3.579688230953869	SURF4_X1
SERP1	chr3	150541998	150603228	150546451	150546501	-	18.068135708614	4.253091893157102	SERP1_X1
KRT6B	chr12	52446651	52452146	52452076	52452126	-	0.0	0.0	KRT6B_X1
METTL2A	chr17	62423875	62453385	62434860	62434910	+	0.0	0.0	METTL2A_X1
FER1L6	chr8	123851987	124120061	123851986	123852036	+	0.0	0.0	FER1L6_X1
CCT7	chr2	73233420	73253021	73233444	73233494	+	0.0	0.0	CCT7_X1
MAS1L	chr6	29486298	29487434	29487906	29487956	-	0.0	0.0	MAS1L_X1
ADPGK	chr15	72751294	72785846	72756250	72756267	-	0.0	0.0	ADPGK_X1
LDB3	chr10	86666785	86736072	86668612	86668662	+	0.0	0.0	LDB3_X1
INPP5K	chr17	1494577	1516742	1516685	1516735	-	2.59489183049244	1.84594836093997	INPP5K_X1
HBP1	chr7	107168961	107202522	107168960	107169010	+	219.79694875319305	7.786576425074443	HBP1_X1
SLC46A3	chr13	28700064	28718970	28718920	28718970	-	2.1143563063271698	1.6389340092740403	SLC46A3_X1
FGD5	chr3	14810853	14934571	14882304	14882354	+	0.0	0.0	FGD5_X1
RBM47	chr4	40423267	40630875	40630825	40630875	-	70.254293632962	6.154905045421888	RBM47_X1
IQCA1L	chr7	151190873	151205496	151205446	151205496	-	0.0	0.0	IQCA1L_X1
NRSN1	chr6	24126186	24154900	24126185	24126235	+	0.0	0.0	NRSN1_X1
MMP16	chr8	88032011	88328025	88327438	88327488	-	0.0	0.0	MMP16_X1
COL4A2	chr13	110305812	110513209	110506467	110506517	+	0.0	0.0	COL4A2_X1
MBP	chr18	76978827	77133683	77017005	77017055	-	0.480535524165267	0.5661191071464707	MBP_X1
LOX	chr5	122063195	122078413	122076033	122076083	-	0.0	0.0	LOX_X1
SEMA6D	chr15	47184101	47774228	47765821	47765871	+	0.0	0.0	SEMA6D_X1
RAC1	chr7	6374527	6403967	6401617	6401667	+	0.0	0.0	RAC1_X1
HMGCS1	chr5	43287470	43313512	43295807	43295857	-	0.480535524165267	0.5661191071464707	HMGCS1_X1
VARS2	chr6	30914205	30926459	30919825	30919848	+	2.1143563063271698	1.6389340092740403	VARS2_X1
KAZALD1	chr10	101061989	101068131	101062003	101062053	+	0.0	0.0	KAZALD1_X1
NCS1	chr9	130172404	130237303	130200431	130200481	+	0.0	0.0	NCS1_X1
UTP18	chr17	51260546	51297936	51280449	51280479	+	0.0	0.0	UTP18_X1
DCAF4L1	chr4	41981756	41986465	41981695	41981745	+	0.0	0.0	DCAF4L1_X1
SLC25A28	chr10	99610522	99620609	99620097	99620147	-	1.05717815316359	1.0406667377404435	SLC25A28_X1
FAM209A	chr20	56517187	56526152	56517186	56517201	+	1.05717815316359	1.0406667377404435	FAM209A_X1
TRERF1	chr6	42224931	42452051	42451211	42451261	-	0.0	0.0	TRERF1_X1
KRTAP6-1	chr21	30613431	30613930	30613880	30613930	-	0.0	0.0	KRTAP6-1_X1
DNPEP	chr2	219372043	219400022	219381840	219381890	-	0.0	0.0	DNPEP_X1
CEBPD	chr8	47736913	47738164	47739036	47739086	-	0.0	0.0	CEBPD_X1
HVCN1	chr12	110627841	110704950	110704900	110704950	-	0.0	0.0	HVCN1_X1
NLE1	chr17	35128730	35142304	35142265	35142315	-	43.7287326990393	5.483129977873019	NLE1_X1
EFEMP2	chr11	65866441	65873592	65872722	65872772	-	1.05717815316359	1.0406667377404435	EFEMP2_X1
KCNQ1	chr11	2768844	2849088	2445321	2445371	+	0.0	0.0	KCNQ1_X1
SNX1	chr15	64094123	64146090	64095990	64096040	+	297.835917877632	8.223209749647893	SNX1_X1
RPL9	chr4	39452587	39458931	39458890	39458931	-	420.372476539775	8.718952272187227	RPL9_X1
PLPP4	chr10	120457227	120592065	120503578	120503604	+	0.0	0.0	PLPP4_X1
S1PR3	chr9	88990863	89005155	88996505	88996555	+	0.0	0.0	S1PR3_X1
FAM181B	chr11	82729940	82733864	82733814	82733864	-	0.0	0.0	FAM181B_X1
MAP3K12	chr12	53479669	53500063	53493020	53493070	-	0.0	0.0	MAP3K12_X1
UGT1A9	chr2	233671898	233773300	233671852	233671902	+	0.0	0.0	UGT1A9_X1
PTGES3L-AARSD1	chr17	42950526	42980528	42980088	42980138	-	1.63382078216191	1.3971571810223802	PTGES3L-AARSD1_X1
DPPA2	chr3	109293788	109316517	109316467	109316517	-	0.0	0.0	DPPA2_X1
ST6GALNAC4	chr9	127907886	127917041	127912344	127912394	-	0.0	0.0	ST6GALNAC4_X1
GABRB1	chr4	46993723	47426447	46993722	46993772	+	1.05717815316359	1.0406667377404435	GABRB1_X1
METTL1	chr12	57768471	57772119	57772069	57772119	-	96.1071048330533	6.601504949053242	METTL1_X1
CPSF4	chr7	99438922	99457373	99439375	99439425	+	9.41849627363922	3.3810751599208	CPSF4_X1
ANO7	chr2	241188509	241225976	241218184	241218234	+	7.111925757645951	3.020044448499272	ANO7_X1
ZNF638	chr2	71276561	71435069	71331761	71331811	+	104.18010163903	6.716717985830838	ZNF638_X1
LRRC3	chr21	44455510	44462196	44455485	44455535	+	0.0	0.0	LRRC3_X1
MFN1	chr3	179347709	179394936	179348049	179348099	+	0.0	0.0	MFN1_X1
APOBEC3B	chr22	38982347	38992804	38982398	38982448	+	220.613859144274	7.791904296312999	APOBEC3B_X1
NUP153	chr6	17615035	17706925	17706784	17706834	-	9.41849627363922	3.3810751599208	NUP153_X1
FAM189A2	chr9	69324567	69392558	69371265	69371315	+	0.0	0.0	FAM189A2_X1
BRWD1	chr21	39184176	39321559	39200446	39200496	-	0.0	0.0	BRWD1_X1
HOXC11	chr12	53973126	53977643	53973125	53973175	+	0.0	0.0	HOXC11_X1
UCP1	chr4	140559431	140568961	140568755	140568805	-	0.0	0.0	UCP1_X1
CACNG3	chr16	24256335	24362412	24255552	24255602	+	0.0	0.0	CACNG3_X1
CNPY3	chr6	42929480	42939294	42929191	42929241	+	2.59489183049244	1.84594836093997	CNPY3_X1
MPST	chr22	37019635	37029821	37023036	37023086	+	0.0	0.0	MPST_X1
TRIM72	chr16	31214091	31231537	31214090	31214140	+	0.0	0.0	TRIM72_X1
ACTG2	chr2	73892314	73919865	73892978	73893028	+	0.0	0.0	ACTG2_X1
AMBN	chr4	70592256	70607288	70592257	70592307	+	0.0	0.0	AMBN_X1
DPPA5	chr6	73353063	73354276	73354245	73354295	-	0.0	0.0	DPPA5_X1
MT1H	chr16	56669814	56671129	56669813	56669863	+	25.18006146626	4.710396579373128	MT1H_X1
PSMG2	chr18	12658043	12725740	12658192	12658242	+	0.0	0.0	PSMG2_X1
PLXNA1	chr3	126982693	127037389	126988593	126988643	+	0.0	0.0	PLXNA1_X1
EP400	chr12	131949942	132080460	131949919	131949969	+	3.5559628788229705	2.187755992270742	EP400_X1
CMKLR1	chr12	108288044	108339317	108320612	108320662	-	86.6886085594141	6.454317532286299	CMKLR1_X1
MT1B	chr16	56651886	56653204	56651925	56651975	+	0.0	0.0	MT1B_X1
SLC9A3R2	chr16	2025356	2039026	2035980	2036030	+	0.0	0.0	SLC9A3R2_X1
GPR84	chr12	54362445	54364487	54364437	54364487	-	0.480535524165267	0.5661191071464707	GPR84_X1
PIP4K2C	chr12	57591174	57603418	57591173	57591223	+	93.5602665549774	6.563162197206975	PIP4K2C_X1
ZNF735	chr7	64207090	64220508	64207089	64207139	+	0.0	0.0	ZNF735_X1
DGKD	chr2	233354494	233472104	233354571	233354621	+	0.0	0.0	DGKD_X1
GOLGA8H	chr15	30604028	30617752	30604125	30604173	+	0.0	0.0	GOLGA8H_X1
SVIP	chr11	22813799	22830299	22829521	22829571	-	0.0	0.0	SVIP_X1
ZKSCAN7	chr3	44555193	44594173	44557356	44557406	+	0.0	0.0	ZKSCAN7_X1
SRR	chr17	2303383	2325260	2303949	2303999	+	83.4209669950903	6.399529449544625	SRR_X1
SIRPG	chr20	1629152	1657779	1630786	1630836	-	0.0	0.0	SIRPG_X1
ACTG1	chr17	81509413	81523847	81512824	81512874	-	9.80292469297144	3.4333500432785704	ACTG1_X1
TMEM132A	chr11	60924460	60937159	60924480	60924530	+	0.0	0.0	TMEM132A_X1
VNN2	chr6	132743870	132763459	132757920	132757970	-	0.0	0.0	VNN2_X1
VWDE	chr7	12330885	12403941	12403674	12403724	-	4.90146234648572	2.561072489832702	VWDE_X1
RPGRIP1L	chr16	53598153	53703938	53703839	53703889	-	10.1873531123037	3.483796835092886	RPGRIP1L_X1
CTSO	chr4	155921580	155953912	155953867	155953917	-	43.7287326990393	5.483129977873019	CTSO_X1
KCNV1	chr8	109963636	109975771	109974680	109974730	-	0.0	0.0	KCNV1_X1
AOX1	chr2	200586014	200677064	200609208	200609258	+	0.0	0.0	AOX1_X1
CNEP1R1	chr16	50024410	50037088	50024409	50024459	+	0.0	0.0	CNEP1R1_X1
BCHE	chr3	165772904	165837462	165837412	165837462	-	181.161892610306	7.509077375631323	BCHE_X1
IL1RAP	chr3	190514051	190659750	190514058	190514108	+	1.63382078216191	1.3971571810223802	IL1RAP_X1
PCDHGB2	chr5	141359994	141512975	141360041	141360091	+	0.0	0.0	PCDHGB2_X1
PDHX	chr11	34915829	35020591	34977783	34977810	+	0.0	0.0	PDHX_X1
KRTAP5-1	chr11	1590052	1590993	1585233	1585283	-	0.0	0.0	KRTAP5-1_X1
RASA2	chr3	141487027	141615344	141586698	141586748	+	0.0	0.0	RASA2_X1
NAA15	chr4	139301505	139420033	139386167	139386217	+	2.1143563063271698	1.6389340092740403	NAA15_X1
MAJIN	chr11	64937517	64972108	64940596	64940646	-	0.0	0.0	MAJIN_X1
KRTAP13-4	chr21	30430230	30431026	30430229	30430279	+	0.0	0.0	KRTAP13-4_X1
WNK1	chr12	752579	911452	868567	868617	+	0.0	0.0	WNK1_X1
MUC6	chr11	1012821	1043528	1033159	1033209	-	0.0	0.0	MUC6_X1
EIF2AK4	chr15	39934115	40035591	40030392	40030442	+	2.59489183049244	1.84594836093997	EIF2AK4_X1
EDRF1	chr10	125719515	125764143	125719701	125719751	+	189.763478492864	7.57564118480484	EDRF1_X1
MTPAP	chr10	30309801	30374448	30348927	30348977	-	0.0	0.0	MTPAP_X1
REP15	chr12	27696447	27697596	27696518	27696568	+	0.0	0.0	REP15_X1
LRRFIP1	chr2	237627587	237813682	237683403	237683453	+	0.0	0.0	LRRFIP1_X1
PAICS	chr4	56435741	56464578	56436038	56436088	+	0.0	0.0	PAICS_X1
IL18BP	chr11	71998613	72005715	71998908	71998958	+	5.38199787065099	2.67400812726314	IL18BP_X1
ZNF2	chr2	95165432	95184317	95165788	95165838	+	47.90939175927711	5.61203961821506	ZNF2_X1
BOLA2	chr16	29453590	29454351	29454512	29454562	-	0.0	0.0	BOLA2_X1
PFDN6	chr6	33210906	33220005	33289301	33289351	+	2.59489183049244	1.84594836093997	PFDN6_X1
ISY1	chr3	129127415	129161063	129160998	129161048	-	10.5717815316359	3.5325390862989074	ISY1_X1
VPS11	chr11	119067691	119081977	119067820	119067870	+	2.1143563063271698	1.6389340092740403	VPS11_X1
PPP1R7	chr2	241149576	241183652	241149591	241149641	+	45.7469819005334	5.5468013189745	PPP1R7_X1
SYTL3	chr6	158650014	158764876	158650013	158650063	+	104.900904925278	6.726571107014634	SYTL3_X1
TRIM4	chr7	99876958	99919531	99919055	99919105	-	2.59489183049244	1.84594836093997	TRIM4_X1
CARD9	chr9	136361903	136373681	136373631	136373681	-	30.9464877562432	4.997585422767546	CARD9_X1
B4GAT1	chr11	66345374	66347629	66347642	66347692	-	2.1143563063271698	1.6389340092740403	B4GAT1_X1
ALPI	chr2	232456125	232460753	232456124	232456174	+	0.0	0.0	ALPI_X1
HYKK	chr15	78507564	78537372	78507581	78507631	+	2.59489183049244	1.84594836093997	HYKK_X1
PROCR	chr20	35172072	35216240	35172072	35172122	+	1.05717815316359	1.0406667377404435	PROCR_X1
URB1	chr21	32311018	32393012	32335580	32335630	-	0.0	0.0	URB1_X1
WFDC10A	chr20	45629739	45631196	45629525	45629575	+	0.0	0.0	WFDC10A_X1
CLASP2	chr3	33496245	33718356	33659090	33659140	-	0.0	0.0	CLASP2_X1
MYMX	chr6	44216926	44218234	44216938	44216968	+	0.0	0.0	MYMX_X1
DPF2	chr11	65333852	65354262	65333851	65333901	+	218.980038362112	7.781228805058375	DPF2_X1
AQP9	chr15	58138169	58185911	58138262	58138312	+	0.0	0.0	AQP9_X1
BICD2	chr9	92711363	92764833	92764762	92764812	-	2.59489183049244	1.84594836093997	BICD2_X1
PRRX2	chr9	129665647	129722674	129665640	129665690	+	0.0	0.0	PRRX2_X1
RIC1	chr9	5629025	5776557	5770205	5770255	+	0.0	0.0	RIC1_X1
SNPH	chr20	1266280	1309328	1295773	1295823	+	0.0	0.0	SNPH_X1
DDX42	chr17	63773603	63819317	63800176	63800226	+	3.5559628788229705	2.187755992270742	DDX42_X1
ZBTB4	chr17	7459366	7484263	7484213	7484263	-	3.5559628788229705	2.187755992270742	ZBTB4_X1
SLC22A3	chr6	160348378	160452577	160348267	160348317	+	0.0	0.0	SLC22A3_X1
SPPL2A	chr15	50702266	50765709	50725469	50725519	-	0.0	0.0	SPPL2A_X1
ABCC3	chr17	50634777	50692253	50674215	50674265	+	0.0	0.0	ABCC3_X1
EXOSC4	chr8	144078648	144080648	144078647	144078697	+	154.732438781216	7.282925676223488	EXOSC4_X1
PRPF18	chr10	13586939	13630859	13586938	13586988	+	618.064791181366	9.273946599253684	PRPF18_X1
TMEM95	chr17	7358160	7360256	7355177	7355227	+	0.0	0.0	TMEM95_X1
HAGH	chr16	1795620	1827157	1826510	1826560	-	4.03649840298824	2.3324210566750163	HAGH_X1
C11orf94	chr11	45906513	45907272	45907232	45907282	-	0.0	0.0	C11orf94_X1
PLBD1	chr12	14503661	14567883	14554196	14554246	-	0.0	0.0	PLBD1_X1
ZNF287	chr17	16546954	16569204	16569156	16569206	-	19.029206756944603	4.3240333802175295	ZNF287_X1
HMSD	chr18	63949301	63981774	63954438	63954488	+	0.0	0.0	HMSD_X1
ARL5B	chr10	18659431	18681639	18659404	18659454	+	139.835837532093	7.137870683203508	ARL5B_X1
STEAP3	chr2	119223831	119265652	119223830	119223880	+	13.8394230959597	3.89136310107949	STEAP3_X1
E2F1	chr20	33675477	33686385	33686354	33686404	-	17.5876001844488	4.216268613101462	E2F1_X1
EMC6	chr17	3668812	3669668	3668814	3668864	+	2.1143563063271698	1.6389340092740403	EMC6_X1
CDH26	chr20	59958423	60034011	59996393	59996443	+	0.0	0.0	CDH26_X1
SMU1	chr9	33041765	33076674	33076609	33076659	-	82.41184239434321	6.382180319692974	SMU1_X1
CKAP5	chr11	46743048	46846308	46760623	46760673	-	1.05717815316359	1.0406667377404435	CKAP5_X1
SMN1	chr5	70268827	70296783	70925074	70925124	+	0.0	0.0	SMN1_X1
ORMDL3	chr17	39921041	39927601	39924153	39924203	-	3.5559628788229705	2.187755992270742	ORMDL3_X1
HSBP1L1	chr18	79964582	79970822	79970042	79970092	+	0.0	0.0	HSBP1L1_X1
UBE2R2	chr9	33817160	33920399	33817566	33817616	+	0.480535524165267	0.5661191071464707	UBE2R2_X1
BSPRY	chr9	113349541	113371233	113349540	113349590	+	1.05717815316359	1.0406667377404435	BSPRY_X1
MPIG6B	chr6	31708815	31716928	31723369	31723419	+	0.0	0.0	MPIG6B_X1
SARNP	chr12	55752463	55817724	55817706	55817756	-	653.720527074429	9.354735401394356	SARNP_X1
PRKCD	chr3	53156009	53192717	53161119	53161169	+	0.0	0.0	PRKCD_X1
UBE3D	chr6	82892390	83065841	83065791	83065841	-	31.907558804573696	5.040347101259516	UBE3D_X1
KCNMB2	chr3	178272932	178844429	178558699	178558749	+	0.0	0.0	KCNMB2_X1
TNFAIP1	chr17	28335602	28347009	28335652	28335702	+	7.400247072145111	3.070431761762398	TNFAIP1_X1
ADIPOR2	chr12	1688574	1788674	1688573	1688623	+	0.0	0.0	ADIPOR2_X1
PRPF8	chr17	1650629	1684867	1661279	1661329	-	0.0	0.0	PRPF8_X1
ZNF407	chr18	74597870	75065671	74631019	74631069	+	0.480535524165267	0.5661191071464707	ZNF407_X1
SLC32A1	chr20	38724486	38729372	38724461	38724511	+	0.0	0.0	SLC32A1_X1
THBS4	chr5	79991311	80083287	80073271	80073321	+	0.0	0.0	THBS4_X1
MIEN1	chr17	39728496	39730532	39730482	39730532	-	122.104076690394	6.943734728393436	MIEN1_X1
CNOT10	chr3	32685145	32773875	32769022	32769072	+	0.0	0.0	CNOT10_X1
HMHB1	chr5	143812161	143820716	143812160	143812210	+	3.07542735465771	2.026951350170348	HMHB1_X1
DCK	chr4	70992538	71030914	71025883	71025931	+	0.0	0.0	DCK_X1
NDUFV1	chr11	67605653	67612554	67611552	67611602	+	2.1143563063271698	1.6389340092740403	NDUFV1_X1
TRPT1	chr11	64223799	64226254	64225820	64225870	-	0.480535524165267	0.5661191071464707	TRPT1_X1
OAS1	chr12	112905856	112933219	112907006	112907056	+	73.0413996731205	6.210260262953539	OAS1_X1
THBS1	chr15	39581079	39599466	39581092	39581142	+	0.0	0.0	THBS1_X1
PPFIBP1	chr12	27523431	27695564	27524141	27524191	+	25.18006146626	4.710396579373128	PPFIBP1_X1
PLAAT3	chr11	63573195	63616883	63614419	63614469	-	3.07542735465771	2.026951350170348	PLAAT3_X1
TOX2	chr20	43914852	44069616	43914863	43914913	+	16.145993611953003	4.09979960589764	TOX2_X1
TSC22D1	chr13	44432143	44577147	44573472	44573522	-	0.0	0.0	TSC22D1_X1
THNSL2	chr2	88170295	88186636	88170352	88170402	+	0.0	0.0	THNSL2_X1
CSF3	chr17	40015361	40017813	40015360	40015410	+	0.0	0.0	CSF3_X1
TMEM64	chr8	90621995	90791632	90645462	90645512	-	0.480535524165267	0.5661191071464707	TMEM64_X1
CD14	chr5	140631728	140633701	140633601	140633651	-	0.0	0.0	CD14_X1
MSTN	chr2	190055700	190062729	190062679	190062729	-	0.0	0.0	MSTN_X1
ENTPD2	chr9	137048107	137054061	137049563	137049613	-	0.0	0.0	ENTPD2_X1
ASCL3	chr11	8937578	8943016	8938161	8938211	-	0.0	0.0	ASCL3_X1
DEFB115	chr20	31257664	31259632	31257663	31257713	+	0.0	0.0	DEFB115_X1
C20orf27	chr20	3753508	3767781	3767731	3767781	-	139.45140911276002	7.133927288498866	C20orf27_X1
H3C8	chr6	26270918	26271413	26271765	26271815	-	0.0	0.0	H3C8_X1
WIPF2	chr17	40219304	40284136	40273612	40273662	+	0.0	0.0	WIPF2_X1
CRISP1	chr6	49834257	49877096	49866449	49866499	-	0.0	0.0	CRISP1_X1
SSMEM1	chr7	130206344	130216844	130207859	130207909	+	0.0	0.0	SSMEM1_X1
RPL6	chr12	112405189	112418838	112409586	112409635	-	232.14671172424	7.865094271982723	RPL6_X1
PROKR1	chr2	68643579	68658251	68643588	68643638	+	0.0	0.0	PROKR1_X1
RPS18	chr6	33200834	33205337	33275320	33275370	+	0.0	0.0	RPS18_X1
CEP192	chr18	12991362	13125052	13059181	13059231	+	0.0	0.0	CEP192_X1
SLC24A1	chr15	65611366	65660995	65611365	65611415	+	7.400247072145111	3.070431761762398	SLC24A1_X1
TMEM70	chr8	73972437	73982783	73976194	73976244	+	76.4051483422774	6.2743576204412825	TMEM70_X1
RIMBP3C	chr22	21545666	21551461	21551411	21551461	-	0.0	0.0	RIMBP3C_X1
RUVBL1	chr3	128064778	128153914	128153864	128153914	-	0.0	0.0	RUVBL1_X1
MEI1	chr22	41699503	41799456	41795421	41795452	+	0.0	0.0	MEI1_X1
STK19	chr6	31961552	31971824	31972554	31972604	+	13.0705662572953	3.814608484595648	STK19_X1
ZHX2	chr8	122781655	122974510	122781393	122781443	+	1.63382078216191	1.3971571810223802	ZHX2_X1
SOCS7	chr17	38152644	38206380	38352244	38352294	+	0.0	0.0	SOCS7_X1
C4orf36	chr4	86876205	86892422	86892372	86892422	-	0.0	0.0	C4orf36_X1
TTC19	chr17	15999784	16045015	16024617	16024667	+	0.480535524165267	0.5661191071464707	TTC19_X1
MXD1	chr2	69897688	69942945	69915070	69915120	+	29.697095393413505	4.9400302469073845	MXD1_X1
LCMT2	chr15	43323649	43330582	43330555	43330605	-	4.90146234648572	2.561072489832702	LCMT2_X1
RNF38	chr9	36336396	36487548	36400873	36400923	-	8.16910391080953	3.196780747277192	RNF38_X1
HIC2	chr22	21417371	21451463	21442459	21442509	+	0.0	0.0	HIC2_X1
MEN1	chr11	64803510	64811294	64810531	64810581	-	22.2968483212684	4.542062890160752	MEN1_X1
C22orf15	chr22	23762990	23765863	23763206	23763256	+	0.0	0.0	C22orf15_X1
NUP98	chr11	3671083	3797792	3676660	3676710	-	0.480535524165267	0.5661191071464707	NUP98_X1
FBXO11	chr2	47789316	47906498	47905518	47905568	-	12.59003073313	3.764476813574279	FBXO11_X1
FGF1	chr5	142592178	142698070	142686016	142686066	-	0.0	0.0	FGF1_X1
BIVM-ERCC5	chr13	102799110	102875994	102807353	102807403	+	0.0	0.0	BIVM-ERCC5_X1
SH3BP1	chr22	37634654	37656117	37640385	37640435	+	1.05717815316359	1.0406667377404435	SH3BP1_X1
PRPF4	chr9	113275642	113294009	113275641	113275691	+	209.801809850555	7.7197434431408	PRPF4_X1
COMMD8	chr4	47450787	47463702	47463669	47463719	-	190.96481730327704	7.584698112423364	COMMD8_X1
RAB43	chr3	129087569	129122801	129121754	129121804	-	4.90146234648572	2.561072489832702	RAB43_X1
FAM71C	chr12	99647753	99650114	99647752	99647802	+	0.0	0.0	FAM71C_X1
FSD1L	chr9	105447796	105552433	105448101	105448151	+	14.3199586201249	3.93734049537339	FSD1L_X1
CREBBP	chr16	3725054	3880713	3780817	3780867	-	0.0	0.0	CREBBP_X1
FANCL	chr2	58159243	58241372	58241322	58241372	-	135.222696500106	7.0898232851966245	FANCL_X1
ERP27	chr12	14914039	14938537	14917229	14917279	-	0.0	0.0	ERP27_X1
PLSCR2	chr3	146391421	146495991	146469251	146469301	-	0.0	0.0	PLSCR2_X1
KIAA0895	chr7	36324152	36390125	36367180	36367230	-	0.0	0.0	KIAA0895_X1
DLGAP1	chr18	3496032	4455307	4151240	4151290	-	0.0	0.0	DLGAP1_X1
FAR1	chr11	13668668	13732346	13710723	13710773	+	0.0	0.0	FAR1_X1
NACAD	chr7	45080437	45088969	45088864	45088914	-	0.0	0.0	NACAD_X1
GDF3	chr12	7689784	7695775	7695726	7695776	-	0.0	0.0	GDF3_X1
ITIH3	chr3	52794768	52809009	52804002	52804052	+	0.0	0.0	ITIH3_X1
